location,location_type,topic,start_year,percent_no_change,percent_slight_loss,percent_large_loss,percent_slight_increase,percent_large_increase,total_orgs
ME,state,3 Environment and Animals,1994,12.28,3.51,24.56,12.28,47.37,57.0
ME,state,4a Hospitals,1994,10.53,7.89,0.0,28.95,52.63,38.0
ME,state,4b Other Health,1994,15.89,7.48,14.95,16.36,45.33,214.0
ME,state,5 Human Services,1994,21.19,8.66,12.84,23.88,33.43,335.0
ME,state,6 International and Foreign Affairs,1994,0.0,0.0,50.0,0.0,50.0,6.0
ME,state,7 Religion Related,1994,0.0,15.79,47.37,5.26,31.58,19.0
ME,state,8 Other,1994,15.48,9.52,17.86,11.9,45.24,84.0
MI,state,1 Arts,1994,11.93,10.15,22.84,11.68,43.4,394.0
MI,state,2a Higher Education,1994,18.18,4.55,11.36,27.27,38.64,44.0
MI,state,2b Other Education,1994,9.65,9.24,22.79,14.58,43.74,487.0
MI,state,3 Environment and Animals,1994,5.74,13.11,26.23,10.66,44.26,122.0
MI,state,4a Hospitals,1994,11.97,5.13,5.13,29.91,47.86,117.0
MI,state,4b Other Health,1994,12.99,8.33,18.64,16.81,43.22,708.0
MI,state,5 Human Services,1994,15.84,8.81,13.83,20.27,41.25,1692.0
MI,state,6 International and Foreign Affairs,1994,0.0,6.52,23.91,15.22,54.35,46.0
MI,state,7 Religion Related,1994,12.94,11.44,23.38,15.42,36.82,201.0
MI,state,8 Other,1994,11.09,10.12,24.32,12.45,42.02,514.0
MN,state,1 Arts,1994,10.18,9.58,26.35,14.67,39.22,334.0
MN,state,2a Higher Education,1994,16.67,12.5,16.67,20.83,33.33,24.0
MN,state,2b Other Education,1994,10.6,10.93,21.19,16.89,40.4,302.0
MN,state,3 Environment and Animals,1994,7.14,6.12,24.49,15.31,46.94,98.0
MN,state,4a Hospitals,1994,10.77,7.69,6.15,33.85,41.54,65.0
MN,state,4b Other Health,1994,15.52,8.2,17.07,18.63,40.58,451.0
MN,state,5 Human Services,1994,17.0,8.23,14.48,18.98,41.31,1312.0
MN,state,6 International and Foreign Affairs,1994,2.7,10.81,13.51,8.11,64.86,37.0
MN,state,7 Religion Related,1994,10.0,9.29,22.14,12.86,45.71,140.0
MN,state,8 Other,1994,10.07,10.55,24.22,11.75,43.41,417.0
MO,state,1 Arts,1994,9.72,9.72,25.46,13.89,41.2,216.0
MO,state,2a Higher Education,1994,15.38,7.69,19.23,23.08,34.62,26.0
MO,state,2b Other Education,1994,11.25,9.0,21.22,12.86,45.66,311.0
MO,state,3 Environment and Animals,1994,7.5,12.5,17.5,7.5,55.0,40.0
MO,state,4a Hospitals,1994,12.0,0.0,4.0,28.0,56.0,50.0
MO,state,4b Other Health,1994,12.95,8.29,15.8,14.77,48.19,386.0
MO,state,5 Human Services,1994,15.02,8.16,17.21,15.92,43.68,1005.0
MO,state,6 International and Foreign Affairs,1994,16.0,8.0,20.0,4.0,52.0,25.0
MO,state,7 Religion Related,1994,11.19,8.39,20.28,12.59,47.55,143.0
MO,state,8 Other,1994,12.32,11.27,26.41,13.03,36.97,284.0
MS,state,1 Arts,1994,7.02,5.26,33.33,15.79,38.6,57.0
MS,state,2a Higher Education,1994,10.0,20.0,20.0,20.0,30.0,10.0
MS,state,2b Other Education,1994,15.38,10.58,23.08,10.58,40.38,104.0
MS,state,3 Environment and Animals,1994,16.67,16.67,12.5,12.5,41.67,24.0
MS,state,4a Hospitals,1994,5.13,2.56,5.13,25.64,61.54,39.0
MS,state,4b Other Health,1994,10.91,8.18,14.55,19.09,47.27,110.0
MS,state,5 Human Services,1994,22.55,12.0,18.55,12.36,34.55,275.0
MS,state,6 International and Foreign Affairs,1994,11.11,0.0,22.22,0.0,66.67,9.0
MS,state,7 Religion Related,1994,7.5,10.0,22.5,17.5,42.5,40.0
MS,state,8 Other,1994,19.54,11.49,19.54,13.79,35.63,87.0
MT,state,1 Arts,1994,10.14,11.59,31.88,10.14,36.23,69.0
MT,state,2a Higher Education,1994,0.0,14.29,14.29,0.0,71.43,7.0
MT,state,2b Other Education,1994,8.57,8.57,21.43,18.57,42.86,70.0
MT,state,3 Environment and Animals,1994,9.52,0.0,26.19,14.29,50.0,42.0
MT,state,4a Hospitals,1994,25.0,7.5,2.5,32.5,32.5,40.0
MT,state,4b Other Health,1994,10.75,10.75,18.28,20.43,39.78,93.0
MT,state,5 Human Services,1994,14.67,9.27,18.15,25.48,32.43,259.0
MT,state,6 International and Foreign Affairs,1994,0.0,0.0,25.0,12.5,62.5,8.0
MT,state,7 Religion Related,1994,17.65,5.88,29.41,17.65,29.41,17.0
MT,state,8 Other,1994,13.79,5.17,17.24,6.9,56.9,58.0
NC,state,1 Arts,1994,13.06,6.82,26.11,16.02,37.98,337.0
NC,state,2a Higher Education,1994,15.0,10.0,22.5,20.0,32.5,40.0
NC,state,2b Other Education,1994,7.47,8.74,21.86,14.39,47.54,549.0
NC,state,3 Environment and Animals,1994,2.35,11.76,32.94,7.06,45.88,85.0
NC,state,4a Hospitals,1994,14.77,2.27,9.09,34.09,39.77,88.0
NC,state,4b Other Health,1994,11.18,13.14,18.04,16.47,41.18,510.0
NC,state,5 Human Services,1994,16.06,7.86,15.56,15.81,44.7,1208.0
NC,state,6 International and Foreign Affairs,1994,7.69,3.85,19.23,15.38,53.85,26.0
NC,state,7 Religion Related,1994,12.22,6.67,18.89,15.56,46.67,180.0
NC,state,8 Other,1994,10.8,7.48,22.99,10.25,48.48,361.0
ND,state,1 Arts,1994,8.0,12.0,20.0,8.0,52.0,50.0
ND,state,2a Higher Education,1994,66.67,0.0,16.67,0.0,16.67,6.0
ND,state,2b Other Education,1994,14.04,14.04,14.04,7.02,50.88,57.0
ND,state,3 Environment and Animals,1994,9.09,9.09,36.36,18.18,27.27,11.0
ND,state,4a Hospitals,1994,8.82,5.88,2.94,26.47,55.88,34.0
ND,state,4b Other Health,1994,16.48,4.4,10.99,25.27,42.86,91.0
ND,state,5 Human Services,1994,15.45,9.55,14.09,20.45,40.45,220.0
ND,state,6 International and Foreign Affairs,1994,20.0,0.0,40.0,0.0,40.0,5.0
ND,state,7 Religion Related,1994,11.11,11.11,27.78,22.22,27.78,18.0
ND,state,8 Other,1994,16.36,7.27,27.27,12.73,36.36,55.0
NE,state,1 Arts,1994,9.89,12.09,28.57,13.19,36.26,91.0
NE,state,2a Higher Education,1994,0.0,22.22,22.22,44.44,11.11,9.0
NE,state,2b Other Education,1994,13.46,6.73,26.92,12.5,40.38,104.0
NE,state,3 Environment and Animals,1994,14.29,10.71,17.86,7.14,50.0,28.0
NE,state,4a Hospitals,1994,21.62,5.41,2.7,32.43,37.84,37.0
NE,state,4b Other Health,1994,11.8,11.18,19.25,18.01,39.75,161.0
NE,state,5 Human Services,1994,16.67,8.33,20.37,20.6,34.03,432.0
NE,state,6 International and Foreign Affairs,1994,33.33,0.0,66.67,0.0,0.0,6.0
NE,state,7 Religion Related,1994,10.53,10.53,34.21,10.53,34.21,38.0
NE,state,8 Other,1994,11.45,9.16,26.72,9.92,42.75,131.0
NH,state,1 Arts,1994,13.19,9.89,25.27,13.19,38.46,91.0
NH,state,2a Higher Education,1994,30.77,7.69,7.69,30.77,23.08,13.0
NH,state,2b Other Education,1994,14.95,7.48,19.63,12.15,45.79,107.0
NH,state,3 Environment and Animals,1994,15.38,3.85,23.08,3.85,53.85,26.0
NH,state,4a Hospitals,1994,24.14,10.34,3.45,13.79,48.28,29.0
NH,state,4b Other Health,1994,11.67,10.83,16.67,12.5,48.33,120.0
NH,state,5 Human Services,1994,15.16,6.45,15.48,20.65,42.26,310.0
NH,state,6 International and Foreign Affairs,1994,0.0,0.0,20.0,0.0,80.0,5.0
NH,state,7 Religion Related,1994,12.5,12.5,31.25,18.75,25.0,16.0
NH,state,8 Other,1994,13.11,11.48,26.23,13.11,36.07,61.0
NJ,state,1 Arts,1994,10.17,9.49,25.42,10.51,44.41,295.0
NJ,state,2a Higher Education,1994,6.67,6.67,13.33,20.0,53.33,15.0
NJ,state,2b Other Education,1994,12.79,9.22,16.35,19.92,41.72,477.0
NJ,state,3 Environment and Animals,1994,9.09,15.91,25.0,17.05,32.95,88.0
NJ,state,4a Hospitals,1994,25.68,17.57,4.05,25.68,27.03,74.0
NJ,state,4b Other Health,1994,14.15,10.58,16.33,16.8,42.15,643.0
NJ,state,5 Human Services,1994,17.04,10.48,14.4,19.42,38.67,1174.0
NJ,state,6 International and Foreign Affairs,1994,6.25,20.83,22.92,12.5,37.5,48.0
NJ,state,7 Religion Related,1994,10.34,9.48,31.9,14.66,33.62,116.0
NJ,state,8 Other,1994,13.29,10.88,26.28,11.78,37.76,331.0
NM,state,1 Arts,1994,4.07,8.13,22.76,17.07,47.97,123.0
NM,state,2a Higher Education,1994,22.22,0.0,22.22,22.22,33.33,9.0
NM,state,2b Other Education,1994,13.51,7.21,21.62,16.22,41.44,111.0
NM,state,3 Environment and Animals,1994,7.89,13.16,28.95,15.79,34.21,38.0
NM,state,4a Hospitals,1994,10.0,0.0,10.0,20.0,60.0,10.0
NM,state,4b Other Health,1994,8.03,6.57,16.79,17.52,51.09,137.0
NM,state,5 Human Services,1994,12.15,8.76,17.51,10.45,51.13,354.0
NM,state,6 International and Foreign Affairs,1994,0.0,12.5,12.5,12.5,62.5,8.0
NM,state,7 Religion Related,1994,17.07,17.07,17.07,2.44,46.34,41.0
NM,state,8 Other,1994,10.71,11.9,22.62,10.71,44.05,84.0
NV,state,1 Arts,1994,2.27,22.73,27.27,4.55,43.18,44.0
NV,state,2a Higher Education,1994,0.0,0.0,0.0,0.0,100.0,2.0
NV,state,2b Other Education,1994,21.74,0.0,19.57,13.04,45.65,46.0
NV,state,3 Environment and Animals,1994,11.11,22.22,11.11,16.67,38.89,18.0
NV,state,4a Hospitals,1994,28.57,0.0,0.0,42.86,28.57,7.0
NV,state,4b Other Health,1994,11.11,14.29,20.63,11.11,42.86,63.0
NV,state,5 Human Services,1994,16.56,6.37,21.02,18.47,37.58,157.0
NV,state,6 International and Foreign Affairs,1994,0.0,0.0,50.0,0.0,50.0,2.0
NV,state,7 Religion Related,1994,0.0,0.0,25.0,12.5,62.5,8.0
NV,state,8 Other,1994,8.11,10.81,29.73,5.41,45.95,37.0
NY,state,1 Arts,1994,9.99,10.44,25.07,13.32,41.19,1532.0
NY,state,2a Higher Education,1994,14.02,9.35,18.69,24.3,33.64,107.0
NY,state,2b Other Education,1994,14.26,9.02,18.9,17.57,40.25,1508.0
NY,state,3 Environment and Animals,1994,8.33,9.85,21.97,7.95,51.89,264.0
NY,state,4a Hospitals,1994,26.85,7.38,5.37,32.89,27.52,149.0
NY,state,4b Other Health,1994,14.82,9.5,17.86,16.47,41.36,1579.0
NY,state,5 Human Services,1994,18.91,10.33,16.15,19.23,35.38,3485.0
NY,state,6 International and Foreign Affairs,1994,8.19,7.91,31.07,8.47,44.35,354.0
NY,state,7 Religion Related,1994,10.58,12.53,26.74,8.91,41.23,359.0
NY,state,8 Other,1994,10.93,10.39,24.82,10.93,42.92,1116.0
OH,state,1 Arts,1994,9.98,11.71,22.07,13.05,43.19,521.0
OH,state,2a Higher Education,1994,20.0,10.0,11.67,20.0,38.33,60.0
OH,state,2b Other Education,1994,10.65,9.88,25.03,13.48,40.95,779.0
OH,state,3 Environment and Animals,1994,6.71,4.7,29.53,7.38,51.68,149.0
OH,state,4a Hospitals,1994,18.24,8.24,7.65,29.41,36.47,170.0
OH,state,4b Other Health,1994,14.86,9.25,18.01,17.62,40.26,1016.0
OH,state,5 Human Services,1994,18.2,8.9,14.29,19.4,39.2,2505.0
OH,state,6 International and Foreign Affairs,1994,16.07,7.14,35.71,12.5,28.57,56.0
OH,state,7 Religion Related,1994,7.36,8.23,24.24,15.58,44.59,231.0
OH,state,8 Other,1994,10.6,8.68,26.31,11.24,43.17,783.0
OK,state,1 Arts,1994,9.63,7.41,32.59,10.37,40.0,135.0
OK,state,2a Higher Education,1994,25.0,16.67,25.0,16.67,16.67,12.0
OK,state,2b Other Education,1994,13.94,9.09,15.76,12.73,48.48,165.0
OK,state,3 Environment and Animals,1994,5.41,0.0,29.73,10.81,54.05,37.0
OK,state,4a Hospitals,1994,8.82,8.82,20.59,29.41,32.35,34.0
OK,state,4b Other Health,1994,14.76,10.0,18.57,13.33,43.33,210.0
OK,state,5 Human Services,1994,15.79,11.47,18.23,16.35,38.16,532.0
OK,state,6 International and Foreign Affairs,1994,0.0,14.29,28.57,0.0,57.14,14.0
OK,state,7 Religion Related,1994,11.04,8.44,18.83,14.29,47.4,154.0
OK,state,8 Other,1994,10.69,10.69,25.79,11.95,40.88,159.0
OR,state,1 Arts,1994,8.38,7.85,25.13,18.85,39.79,191.0
OR,state,2a Higher Education,1994,21.05,5.26,10.53,26.32,36.84,19.0
OR,state,2b Other Education,1994,11.87,10.05,17.81,12.33,47.95,219.0
OR,state,3 Environment and Animals,1994,8.05,10.34,27.59,5.75,48.28,87.0
OR,state,4a Hospitals,1994,29.03,0.0,6.45,29.03,35.48,31.0
OR,state,4b Other Health,1994,11.2,6.95,20.46,14.67,46.72,259.0
OR,state,5 Human Services,1994,11.75,8.88,17.23,17.75,44.39,766.0
OR,state,6 International and Foreign Affairs,1994,6.9,10.34,34.48,3.45,44.83,29.0
OR,state,7 Religion Related,1994,13.4,11.34,30.93,8.25,36.08,97.0
OR,state,8 Other,1994,8.13,8.75,22.5,10.0,50.63,160.0
PA,state,1 Arts,1994,11.02,6.3,26.14,13.86,42.68,635.0
PA,state,2a Higher Education,1994,16.28,6.98,22.09,26.74,27.91,86.0
PA,state,2b Other Education,1994,11.97,7.83,21.86,16.0,42.35,869.0
PA,state,3 Environment and Animals,1994,6.13,4.91,22.7,7.36,58.9,163.0
PA,state,4a Hospitals,1994,23.0,12.21,15.96,25.35,23.47,213.0
PA,state,4b Other Health,1994,12.81,6.36,17.05,16.15,47.63,1226.0
PA,state,5 Human Services,1994,16.69,8.24,14.14,17.98,42.95,2319.0
PA,state,6 International and Foreign Affairs,1994,6.56,6.56,24.59,9.84,52.46,61.0
PA,state,7 Religion Related,1994,9.34,11.67,23.74,16.73,38.52,257.0
PA,state,8 Other,1994,11.06,8.48,27.3,10.92,42.24,696.0
RI,state,1 Arts,1994,0.0,8.33,22.22,15.28,54.17,72.0
RI,state,2a Higher Education,1994,0.0,0.0,44.44,22.22,33.33,9.0
RI,state,2b Other Education,1994,4.76,15.48,17.86,15.48,46.43,84.0
RI,state,3 Environment and Animals,1994,0.0,0.0,47.06,11.76,41.18,17.0
RI,state,4a Hospitals,1994,7.14,0.0,7.14,50.0,35.71,14.0
RI,state,4b Other Health,1994,12.6,11.02,18.9,18.9,38.58,127.0
RI,state,5 Human Services,1994,11.33,9.77,17.19,19.92,41.8,256.0
RI,state,6 International and Foreign Affairs,1994,20.0,0.0,40.0,0.0,40.0,5.0
RI,state,7 Religion Related,1994,11.11,5.56,16.67,5.56,61.11,18.0
RI,state,8 Other,1994,6.31,9.91,32.43,7.21,44.14,111.0
SC,state,1 Arts,1994,11.5,10.62,20.35,9.73,47.79,113.0
SC,state,2a Higher Education,1994,9.09,9.09,27.27,4.55,50.0,22.0
SC,state,2b Other Education,1994,13.3,7.39,23.65,11.33,44.33,203.0
SC,state,3 Environment and Animals,1994,4.88,2.44,26.83,9.76,56.1,41.0
SC,state,4a Hospitals,1994,7.41,3.7,7.41,37.04,44.44,27.0
SC,state,4b Other Health,1994,11.58,8.95,16.32,16.84,46.32,190.0
SC,state,5 Human Services,1994,16.49,9.69,13.81,14.85,45.15,485.0
SC,state,6 International and Foreign Affairs,1994,0.0,0.0,36.36,0.0,63.64,11.0
SC,state,7 Religion Related,1994,8.33,11.67,23.33,11.67,45.0,60.0
SC,state,8 Other,1994,16.3,8.89,22.22,15.56,37.04,135.0
SD,state,1 Arts,1994,8.93,12.5,17.86,16.07,44.64,56.0
SD,state,2a Higher Education,1994,20.0,40.0,20.0,20.0,0.0,5.0
SD,state,2b Other Education,1994,9.59,9.59,20.55,9.59,50.68,73.0
SD,state,3 Environment and Animals,1994,0.0,12.5,25.0,12.5,50.0,16.0
SD,state,4a Hospitals,1994,10.0,3.33,13.33,33.33,40.0,30.0
SD,state,4b Other Health,1994,14.1,10.26,17.95,25.64,32.05,78.0
SD,state,5 Human Services,1994,17.01,9.28,10.31,20.1,43.3,194.0
SD,state,6 International and Foreign Affairs,1994,0.0,0.0,100.0,0.0,0.0,1.0
SD,state,7 Religion Related,1994,18.75,6.25,50.0,0.0,25.0,16.0
SD,state,8 Other,1994,7.02,7.02,26.32,14.04,45.61,57.0
TN,state,1 Arts,1994,12.35,6.79,27.16,14.2,39.51,162.0
TN,state,2a Higher Education,1994,7.5,12.5,12.5,7.5,60.0,40.0
TN,state,2b Other Education,1994,7.94,8.33,17.46,14.29,51.98,252.0
TN,state,3 Environment and Animals,1994,3.28,3.28,24.59,14.75,54.1,61.0
TN,state,4a Hospitals,1994,14.55,5.45,12.73,29.09,38.18,55.0
TN,state,4b Other Health,1994,11.49,8.05,18.39,17.53,44.54,348.0
TN,state,5 Human Services,1994,19.31,8.57,14.45,14.71,42.97,782.0
TN,state,6 International and Foreign Affairs,1994,0.0,14.29,35.71,7.14,42.86,14.0
TN,state,7 Religion Related,1994,10.99,9.89,23.08,12.64,43.41,182.0
TN,state,8 Other,1994,10.34,6.03,23.28,12.93,47.41,232.0
TX,state,1 Arts,1994,9.91,8.76,27.3,10.49,43.53,696.0
TX,state,2a Higher Education,1994,14.81,7.41,24.07,24.07,29.63,54.0
TX,state,2b Other Education,1994,10.44,8.21,23.81,12.26,45.29,987.0
TX,state,3 Environment and Animals,1994,11.86,8.47,28.25,12.99,38.42,177.0
TX,state,4a Hospitals,1994,11.4,11.4,6.14,25.44,45.61,114.0
TX,state,4b Other Health,1994,13.46,8.36,21.08,13.28,43.83,1077.0
TX,state,5 Human Services,1994,14.92,10.46,20.68,14.88,39.05,2466.0
TX,state,6 International and Foreign Affairs,1994,6.94,12.5,27.78,6.94,45.83,72.0
TX,state,7 Religion Related,1994,13.27,8.74,22.98,12.46,42.56,618.0
TX,state,8 Other,1994,11.0,7.96,27.94,12.39,40.71,791.0
UT,state,1 Arts,1994,9.52,6.35,26.98,14.29,42.86,63.0
UT,state,2a Higher Education,1994,33.33,0.0,16.67,16.67,33.33,6.0
UT,state,2b Other Education,1994,8.75,8.75,15.0,12.5,55.0,80.0
UT,state,3 Environment and Animals,1994,9.09,6.06,24.24,15.15,45.45,33.0
UT,state,4a Hospitals,1994,0.0,0.0,0.0,0.0,100.0,2.0
UT,state,4b Other Health,1994,8.24,9.41,20.0,8.24,54.12,85.0
UT,state,5 Human Services,1994,12.57,12.04,14.66,13.09,47.64,191.0
UT,state,6 International and Foreign Affairs,1994,0.0,0.0,66.67,0.0,33.33,3.0
UT,state,7 Religion Related,1994,14.29,14.29,21.43,0.0,50.0,14.0
UT,state,8 Other,1994,3.92,9.8,35.29,11.76,39.22,51.0
VA,state,1 Arts,1994,12.62,9.23,24.62,12.31,41.23,325.0
VA,state,2a Higher Education,1994,0.0,14.81,18.52,18.52,48.15,27.0
VA,state,2b Other Education,1994,9.96,7.88,21.16,13.07,47.93,482.0
VA,state,3 Environment and Animals,1994,6.09,7.83,27.83,6.96,51.3,115.0
VA,state,4a Hospitals,1994,18.29,9.76,6.1,28.05,37.8,82.0
VA,state,4b Other Health,1994,8.6,6.8,23.4,14.8,46.4,500.0
VA,state,5 Human Services,1994,16.67,9.23,15.07,15.82,43.22,1062.0
VA,state,6 International and Foreign Affairs,1994,10.0,7.14,27.14,5.71,50.0,70.0
VA,state,7 Religion Related,1994,9.09,6.25,21.59,15.34,47.73,176.0
VA,state,8 Other,1994,11.67,9.15,26.77,12.13,40.27,437.0
VT,state,1 Arts,1994,9.52,9.52,13.1,14.29,53.57,84.0
VT,state,2a Higher Education,1994,12.5,18.75,6.25,43.75,18.75,16.0
VT,state,2b Other Education,1994,8.33,13.1,17.86,16.67,44.05,84.0
VT,state,3 Environment and Animals,1994,8.33,4.17,37.5,4.17,45.83,24.0
VT,state,4a Hospitals,1994,5.56,5.56,16.67,27.78,44.44,18.0
VT,state,4b Other Health,1994,16.53,4.13,15.7,14.05,49.59,121.0
VT,state,5 Human Services,1994,12.05,10.71,16.52,18.3,42.41,224.0
VT,state,6 International and Foreign Affairs,1994,0.0,0.0,40.0,0.0,60.0,5.0
VT,state,7 Religion Related,1994,11.11,0.0,11.11,11.11,66.67,9.0
VT,state,8 Other,1994,15.0,11.67,20.0,8.33,45.0,60.0
WA,state,1 Arts,1994,9.97,9.97,23.47,12.22,44.37,311.0
WA,state,2a Higher Education,1994,25.0,12.5,16.67,8.33,37.5,24.0
WA,state,2b Other Education,1994,9.79,11.6,18.81,13.66,46.13,388.0
WA,state,3 Environment and Animals,1994,7.41,11.11,24.07,6.48,50.93,108.0
WA,state,4a Hospitals,1994,21.88,0.0,6.25,34.38,37.5,32.0
WA,state,4b Other Health,1994,13.38,9.21,20.83,14.47,42.11,456.0
WA,state,5 Human Services,1994,14.85,9.81,18.21,17.51,39.61,1131.0
WA,state,6 International and Foreign Affairs,1994,10.53,18.42,23.68,7.89,39.47,38.0
WA,state,7 Religion Related,1994,12.5,8.59,32.03,10.16,36.72,128.0
WA,state,8 Other,1994,9.9,8.58,31.35,9.9,40.26,303.0
WI,state,1 Arts,1994,10.85,8.53,25.19,12.4,43.02,258.0
WI,state,2a Higher Education,1994,10.34,3.45,17.24,17.24,51.72,29.0
WI,state,2b Other Education,1994,10.0,10.0,18.13,16.88,45.0,320.0
WI,state,3 Environment and Animals,1994,11.82,6.36,23.64,13.64,44.55,110.0
WI,state,4a Hospitals,1994,17.39,6.52,5.43,34.78,35.87,92.0
WI,state,4b Other Health,1994,15.64,9.24,15.4,21.8,37.91,422.0
WI,state,5 Human Services,1994,15.87,9.43,14.18,17.49,43.03,1241.0
WI,state,6 International and Foreign Affairs,1994,6.67,6.67,40.0,0.0,46.67,15.0
WI,state,7 Religion Related,1994,11.71,8.11,26.13,15.32,38.74,111.0
WI,state,8 Other,1994,13.57,9.44,18.88,11.21,46.9,339.0
WV,state,1 Arts,1994,9.84,6.56,29.51,4.92,49.18,61.0
WV,state,2a Higher Education,1994,18.18,0.0,9.09,9.09,63.64,11.0
WV,state,2b Other Education,1994,10.0,12.86,41.43,5.71,30.0,70.0
WV,state,3 Environment and Animals,1994,7.69,7.69,26.92,11.54,46.15,26.0
WV,state,4a Hospitals,1994,19.35,6.45,3.23,41.94,29.03,31.0
WV,state,4b Other Health,1994,12.27,8.59,15.95,15.95,47.24,163.0
WV,state,5 Human Services,1994,14.32,10.27,17.84,17.57,40.0,370.0
WV,state,6 International and Foreign Affairs,1994,0.0,0.0,50.0,0.0,50.0,2.0
WV,state,7 Religion Related,1994,27.59,3.45,13.79,3.45,51.72,29.0
WV,state,8 Other,1994,11.54,12.5,30.77,9.62,35.58,104.0
STATE,state,NTEEGROUP,1994,GRREC % NC,GRREC % SL,GRREC % LL,GRREC % SI,GRREC % LI,Total Orgs in 1995
WY,state,1 Arts,1994,3.45,6.9,34.48,20.69,34.48,29.0
WY,state,2a Higher Education,1994,0.0,0.0,0.0,0.0,100.0,2.0
WY,state,2b Other Education,1994,13.95,0.0,13.95,13.95,58.14,43.0
WY,state,3 Environment and Animals,1994,18.75,0.0,18.75,12.5,50.0,16.0
WY,state,4a Hospitals,1994,0.0,0.0,0.0,0.0,100.0,1.0
WY,state,4b Other Health,1994,11.11,9.26,18.52,16.67,44.44,54.0
WY,state,5 Human Services,1994,17.02,7.98,19.15,15.96,39.89,188.0
WY,state,7 Religion Related,1994,14.29,0.0,0.0,0.0,85.71,7.0
WY,state,8 Other,1994,13.33,10.0,30.0,6.67,40.0,30.0
All USA,state,All USA,1994,13.326737609647415,9.36151317327018,20.24523627751897,15.334278547278874,41.73223439228456,128366.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,1 Arts,1994,12.0,8.8,25.6,12.8,40.8,125.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,2a Higher Education,1994,5.88,17.65,11.76,5.88,58.82,17.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,2b Other Education,1994,9.54,7.88,21.16,13.28,48.13,241.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,3 Environment and Animals,1994,10.34,10.34,17.24,17.24,44.83,29.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,4a Hospitals,1994,20.0,0.0,15.0,20.0,45.0,20.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,4b Other Health,1994,7.98,11.04,19.02,15.95,46.01,163.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,5 Human Services,1994,17.35,6.38,16.33,18.11,41.84,392.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,6 International and Foreign Affairs,1994,18.75,12.5,31.25,0.0,37.5,16.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,7 Religion Related,1994,4.41,9.56,28.68,17.65,39.71,136.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,8 Other,1994,11.11,11.11,27.16,11.73,38.89,162.0
"Austin-Round Rock, TX",cbsa,1 Arts,1994,14.75,6.56,26.23,8.2,44.26,61.0
"Austin-Round Rock, TX",cbsa,2a Higher Education,1994,16.67,0.0,16.67,50.0,16.67,6.0
"Austin-Round Rock, TX",cbsa,2b Other Education,1994,12.62,3.88,21.36,7.77,54.37,103.0
"Austin-Round Rock, TX",cbsa,3 Environment and Animals,1994,19.23,7.69,19.23,7.69,46.15,26.0
"Austin-Round Rock, TX",cbsa,4a Hospitals,1994,0.0,0.0,0.0,25.0,75.0,4.0
"Austin-Round Rock, TX",cbsa,4b Other Health,1994,9.18,9.18,21.43,10.2,50.0,98.0
"Austin-Round Rock, TX",cbsa,5 Human Services,1994,16.85,5.98,15.22,13.59,48.37,184.0
"Austin-Round Rock, TX",cbsa,6 International and Foreign Affairs,1994,25.0,0.0,25.0,12.5,37.5,8.0
"Austin-Round Rock, TX",cbsa,7 Religion Related,1994,0.0,4.0,28.0,16.0,52.0,25.0
"Austin-Round Rock, TX",cbsa,8 Other,1994,7.79,11.69,35.06,7.79,37.66,77.0
"Baltimore-Columbia-Towson, MD",cbsa,1 Arts,1994,6.48,9.26,20.37,18.52,45.37,108.0
"Baltimore-Columbia-Towson, MD",cbsa,2a Higher Education,1994,0.0,7.69,15.38,15.38,61.54,13.0
"Baltimore-Columbia-Towson, MD",cbsa,2b Other Education,1994,7.95,8.61,26.49,14.57,42.38,151.0
"Baltimore-Columbia-Towson, MD",cbsa,3 Environment and Animals,1994,2.63,5.26,36.84,10.53,44.74,38.0
"Baltimore-Columbia-Towson, MD",cbsa,4a Hospitals,1994,10.53,5.26,13.16,44.74,26.32,38.0
"Baltimore-Columbia-Towson, MD",cbsa,4b Other Health,1994,12.05,9.64,21.29,15.26,41.77,249.0
"Baltimore-Columbia-Towson, MD",cbsa,5 Human Services,1994,12.11,9.5,17.34,15.44,45.61,421.0
"Baltimore-Columbia-Towson, MD",cbsa,6 International and Foreign Affairs,1994,0.0,0.0,18.75,6.25,75.0,16.0
"Baltimore-Columbia-Towson, MD",cbsa,7 Religion Related,1994,15.38,20.51,17.95,10.26,35.9,39.0
"Baltimore-Columbia-Towson, MD",cbsa,8 Other,1994,6.71,8.05,23.49,12.08,49.66,149.0
"Birmingham-Hoover, AL",cbsa,1 Arts,1994,9.09,15.15,24.24,18.18,33.33,33.0
"Birmingham-Hoover, AL",cbsa,2a Higher Education,1994,0.0,0.0,33.33,33.33,33.33,3.0
"Birmingham-Hoover, AL",cbsa,2b Other Education,1994,7.14,10.71,23.21,10.71,48.21,56.0
"Birmingham-Hoover, AL",cbsa,3 Environment and Animals,1994,20.0,20.0,10.0,10.0,40.0,10.0
